Title	Dathub URL	Last Updated	Domain
Universal Dependencies Treebank French	https://old.datahub.io/dataset/universal-dependencies-treebank-french	2017-06-17	Linguistics
Universal Dependencies Treebank Finnish-FTB	https://old.datahub.io/dataset/universal-dependencies-treebank-finnish-ftb	2017-06-17	Linguistics
Universal Dependencies Treebank Finnish	https://old.datahub.io/dataset/universal-dependencies-treebank-finnish	2017-06-17	Linguistics
Universal Dependencies Treebank Estonian	https://old.datahub.io/dataset/universal-dependencies-treebank-estonian	2017-06-17	Linguistics
Universal Dependencies Treebank English-LinES	https://old.datahub.io/dataset/universal-dependencies-treebank-english-lines	2017-06-17	Linguistics
Universal Dependencies Treebank English-ESL	https://old.datahub.io/dataset/universal-dependencies-treebank-english-esl	2017-06-17	Linguistics
Universal Dependencies Treebank English	https://old.datahub.io/dataset/universal-dependencies-treebank-english	2017-06-17	Linguistics
Universal Dependencies Treebank Dutch-LassySmall	https://old.datahub.io/dataset/universal-dependencies-treebank-dutch-lassysmall	2017-06-17	Linguistics
Universal Dependencies Treebank Dutch	https://old.datahub.io/dataset/universal-dependencies-treebank-dutch	2017-06-17	Linguistics
Universal Dependencies Treebank Danish	https://old.datahub.io/dataset/universal-dependencies-treebank-danish	2017-06-17	Linguistics
Universal Dependencies Treebank Czech	https://old.datahub.io/dataset/universal-dependencies-treebank-czech	2017-06-17	Linguistics
Universal Dependencies Treebank Czech-CLTT	https://old.datahub.io/dataset/universal-dependencies-treebank-czech-cltt	2017-06-16	Linguistics
Universal Dependencies Treebank Czech-CAC	https://old.datahub.io/dataset/universal-dependencies-treebank-czech-cac	2017-06-16	Linguistics
Universal Dependencies Treebank Croatian	https://old.datahub.io/dataset/universal-dependencies-treebank-croatian	2017-06-16	Linguistics
Universal Dependencies Treebank Coptic	https://old.datahub.io/dataset/universal-dependencies-treebank-coptic	2017-06-16	Linguistics
Universal Dependencies Treebank Chinese	https://old.datahub.io/dataset/universal-dependencies-treebank-chinese	2017-06-16	Linguistics
Universal Dependencies Treebank Catalan	https://old.datahub.io/dataset/universal-dependencies-treebank-catalan	2017-06-16	Linguistics
Universal Dependencies Treebank Bulgarian	https://old.datahub.io/dataset/universal-dependencies-treebank-bulgarian	2017-06-16	Linguistics
Universal Dependencies Treebank Basque	https://old.datahub.io/dataset/universal-dependencies-treebank-basque	2017-06-16	Linguistics
Universal Dependencies Treebank Arabic	https://old.datahub.io/dataset/universal-dependencies-treebank-arabic	2017-06-16	Linguistics
Universal Dependencies Treebank Ancient_Greek-PROIEL	https://old.datahub.io/dataset/universal-dependencies-treebank-ancient-greek-proiel	2017-06-16	Linguistics
Universal Dependencies Treebank Ancient_Greek	https://old.datahub.io/dataset/universal-dependencies-treebank-ancient-greek	2017-06-16	Linguistics
EventKG	https://old.datahub.io/dataset/eventkg	2017-06-15	Linguistics
dbnary	https://old.datahub.io/dataset/dbnary	2017-06-08	Linguistics
Framester	https://old.datahub.io/dataset/framester	2017-05-18	Linguistics
SemanticQuran	https://old.datahub.io/dataset/semanticquran	2017-04-27	Linguistics
Bibliography of Linguistic Literature (BLL) Thesaurus	https://old.datahub.io/dataset/bll-thesaurus	2017-01-18	Linguistics
Greek Wordnet	https://old.datahub.io/dataset/greek-wordnet	2017-01-04	Linguistics
DBpedia abstract corpus	https://old.datahub.io/dataset/dbpedia-abstract-corpus	2016-09-08	Linguistics
Lexvo	https://old.datahub.io/dataset/lexvo	2016-07-30	Linguistics
lingvoj ? Languages of the World (Multilingual RDF Descriptions)	https://old.datahub.io/dataset/lingvoj	2016-07-30	Linguistics
WordNet 3.0 (VU Amsterdam)	https://old.datahub.io/dataset/vu-wordnet	2016-07-30	Linguistics
Cornetto1.2	https://old.datahub.io/dataset/cornetto	2016-07-30	Linguistics
WordNet (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-wordnet	2016-07-30	Linguistics
wiktionary.dbpedia.org	https://old.datahub.io/dataset/wiktionary-dbpedia-org	2016-07-30	Linguistics
OLiA	https://old.datahub.io/dataset/olia	2016-07-30	Linguistics
ALPINO RDF Treebank	https://old.datahub.io/dataset/alpino-rdf	2016-07-30	Linguistics
PDEV-Lemon	https://old.datahub.io/dataset/pdev-lemon	2016-07-30	Linguistics
lemonUby	https://old.datahub.io/dataset/lemonuby	2016-07-30	Linguistics
ISOcat	https://old.datahub.io/dataset/isocat	2016-07-30	Linguistics
ietflang	https://old.datahub.io/dataset/ietflang	2016-07-30	Linguistics
lexinfo	https://old.datahub.io/dataset/lexinfo	2016-07-30	Linguistics
OLAC Metadata	https://old.datahub.io/dataset/olac	2016-07-19	Linguistics
zhishi.lemon	https://old.datahub.io/dataset/zhishi-lemon	2016-06-16	Linguistics
BabelNet	https://old.datahub.io/dataset/babelnet	2016-03-04	Linguistics
CLLD-GLOTTOLOG	https://old.datahub.io/dataset/clld-glottolog	2016-01-28	Linguistics
JRC-Names-MLODE	https://old.datahub.io/dataset/jrc-names-mlode	2016-01-25	Linguistics
SPARQL Endpoint Status	https://old.datahub.io/dataset/sparql-endpoint-status	2016-01-22	Linguistics
Zhishi.me	https://old.datahub.io/dataset/zhishi-me	2015-12-17	Linguistics
CopyrightTermBank	https://old.datahub.io/dataset/copyrighttermbank	2015-12-16	Linguistics
KORE 50 NIF NER Corpus	https://old.datahub.io/dataset/kore-50-nif-ner-corpus	2015-09-22	Linguistics
MASC-BN-NIF	https://old.datahub.io/dataset/masc-bn-nif	2015-09-21	Linguistics
pdevlemon	https://old.datahub.io/dataset/pdevlemon	2015-09-14	Linguistics
EMN	https://old.datahub.io/dataset/emn	2015-07-24	Linguistics
Art & Architecture Thesaurus	https://old.datahub.io/dataset/getty-aat	2015-06-24	Linguistics
IWN	https://old.datahub.io/dataset/iwn	2015-05-22	Linguistics
Apertium RDF	https://old.datahub.io/dataset/apertium-rdf	2015-04-22	Linguistics
Apertium RDF EN-CA	https://old.datahub.io/dataset/apertium-rdf-en-ca	2015-04-22	Linguistics
Apertium RDF ES-CA	https://old.datahub.io/dataset/apertium-rdf-es-ca	2015-04-22	Linguistics
Apertium RDF ES-AST	https://old.datahub.io/dataset/apertium-rdf-es-ast	2015-04-22	Linguistics
Apertium RDF EU-ES	https://old.datahub.io/dataset/apertium-rdf-eu-es	2015-04-22	Linguistics
Apertium RDF PT-GL	https://old.datahub.io/dataset/apertium-rdf-pt-gl	2015-04-22	Linguistics
Apertium RDF OC-ES	https://old.datahub.io/dataset/apertium-rdf-oc-es	2015-04-22	Linguistics
Apertium RDF OC-CA	https://old.datahub.io/dataset/apertium-rdf-oc-ca	2015-04-22	Linguistics
Apertium RDF PT-CA	https://old.datahub.io/dataset/apertium-rdf-pt-ca	2015-04-22	Linguistics
Apertium RDF ES-RO	https://old.datahub.io/dataset/apertium-rdf-es-ro	2015-04-22	Linguistics
Apertium RDF EN-GL	https://old.datahub.io/dataset/apertium-rdf-en-gl	2015-04-22	Linguistics
Apertium RDF ES-PT	https://old.datahub.io/dataset/apertium-rdf-es-pt	2015-04-22	Linguistics
Apertium RDF FR-ES	https://old.datahub.io/dataset/apertium-rdf-fr-es	2015-04-22	Linguistics
Apertium RDF ES-GL	https://old.datahub.io/dataset/apertium-rdf-es-gl	2015-04-22	Linguistics
Apertium RDF FR-CA	https://old.datahub.io/dataset/apertium-rdf-fr-ca	2015-04-22	Linguistics
Apertium RDF CA-IT	https://old.datahub.io/dataset/apertium-rdf-ca-it	2015-04-22	Linguistics
Apertium RDF EN-ES	https://old.datahub.io/dataset/apertium-rdf-en-es	2015-04-22	Linguistics
Apertium RDF EO-CA	https://old.datahub.io/dataset/apertium-rdf-eo-ca	2015-04-22	Linguistics
Apertium RDF EO-EN	https://old.datahub.io/dataset/apertium-rdf-eo-en	2015-04-22	Linguistics
Apertium RDF EO-ES	https://old.datahub.io/dataset/apertium-rdf-eo-es	2015-04-22	Linguistics
Apertium RDF EO-FR	https://old.datahub.io/dataset/apertium-rdf-eo-fr	2015-04-22	Linguistics
Apertium RDF ES-AN	https://old.datahub.io/dataset/apertium-rdf-es-an	2015-04-22	Linguistics
Apertium RDF EU-EN	https://old.datahub.io/dataset/apertium-rdf-eu-en	2015-04-22	Linguistics
Open Multilingual Wordnet	https://old.datahub.io/dataset/xwn	2015-04-17	Linguistics
EuroSentiment	https://old.datahub.io/dataset/eurosentiment	2015-03-27	Linguistics
LemonWiktionary	https://old.datahub.io/dataset/lemonwiktionary	2015-03-23	Linguistics
Catalan EuroWordNet-lemon lexicon (3.0)	https://old.datahub.io/dataset/catalan-eurowordnet-lemon-lexicon-3-0	2015-03-19	Linguistics
Basque EuroWordNet-lemon lexicon (3.0)	https://old.datahub.io/dataset/basque-eurowordnet-lemon-lexicon-3-0	2015-03-19	Linguistics
SIMPLE	https://old.datahub.io/dataset/simple	2015-03-18	Linguistics
gemet-annotated	https://old.datahub.io/dataset/gemet-annotated	2015-03-18	Linguistics
Meriterm Heart Failure Multilingual Terminology	https://old.datahub.io/dataset/heartfailure	2015-03-18	Linguistics
Galician EuroWordNet-lemon lexicon (3.0)	https://old.datahub.io/dataset/galician-eurowordnet-lemon-lexicon-3-0	2015-03-18	Linguistics
Brown Corpus in RDF/NIF	https://old.datahub.io/dataset/brown-corpus-in-rdf-nif	2015-03-18	Linguistics
Multext-East	https://old.datahub.io/dataset/multext-east	2015-03-18	Linguistics
MLSA - A Multi-layered Reference Corpus for German Sentiment Analysis	https://old.datahub.io/dataset/mlsa	2015-03-18	Linguistics
SentimentWortschatz	https://old.datahub.io/dataset/sentiws	2015-03-18	Linguistics
Wikilinks RDF/NIF	https://old.datahub.io/dataset/wikilinks-rdf-nif	2015-03-11	Linguistics
Parole/Simple 'lexinfo' Ontology & lexicons	https://old.datahub.io/dataset/parole-simple-lexinfo-ontology-lexicons	2015-03-03	Linguistics
WordNet-RDF	https://old.datahub.io/dataset/wordnet-rdf	2014-11-14	Linguistics
News-100 NIF NER Corpus	https://old.datahub.io/dataset/news-100-nif-ner-corpus	2014-10-29	Linguistics
RSS-500 NIF NER CORPUS	https://old.datahub.io/dataset/rss-500-nif-ner-corpus	2014-10-29	Linguistics
DBpedia Spotlight NIF NER Corpus	https://old.datahub.io/dataset/dbpedia-spotlight-nif-ner-corpus	2014-10-29	Linguistics
Reuters-128 NIF NER Corpus	https://old.datahub.io/dataset/reuters-128-nif-ner-corpus	2014-10-29	Linguistics
CLLD-EWAVE	https://old.datahub.io/dataset/clld-ewave	2014-10-23	Linguistics
CLLD-SAILS	https://old.datahub.io/dataset/clld-sails	2014-10-22	Linguistics
CLLD-WOLD	https://old.datahub.io/dataset/clld-wold	2014-10-22	Linguistics
CLLD-PHOIBLE	https://old.datahub.io/dataset/clld-phoible	2014-10-22	Linguistics
CLLD-APICS	https://old.datahub.io/dataset/clld-apics	2014-10-22	Linguistics
CLLD-afbo	https://old.datahub.io/dataset/clld-afbo	2014-10-22	Linguistics
CLLD-WALS	https://old.datahub.io/dataset/clld-wals	2014-10-21	Linguistics
SALDO-RDF	https://old.datahub.io/dataset/saldo-rdf	2014-10-17	Linguistics
geodomainwn	https://old.datahub.io/dataset/geodomainwn	2014-10-16	Linguistics
SweFN-RDF	https://old.datahub.io/dataset/swefn-rdf	2014-10-15	Linguistics
SALDOM-RDF	https://old.datahub.io/dataset/saldom-rdf	2014-10-14	Linguistics
PanLex	https://old.datahub.io/dataset/panlex	2014-08-12	Linguistics
xLiD-Lexica	https://old.datahub.io/dataset/xlid-lexica	2014-07-29	Linguistics
OLiA Discourse	https://old.datahub.io/dataset/olia-discourse	2014-07-29	Linguistics
MetaShare metadata model	https://old.datahub.io/dataset/metashare	2014-07-29	Linguistics
linked hypernyms	https://old.datahub.io/dataset/linked-hypernyms	2014-07-29	Linguistics
ISOcat-metadata	https://old.datahub.io/dataset/isocat-metadata	2014-07-29	Linguistics
de-gaap-ontology-lexicon	https://old.datahub.io/dataset/de-gaap-ontology-lexicon	2014-07-29	Linguistics
Automated Similarity Judgment Program lexical data	https://old.datahub.io/dataset/asjp	2014-07-29	Linguistics
Manually Annotated Sub-Corpus (MASC) of the Open American National Corpus	https://old.datahub.io/dataset/masc	2014-07-29	Linguistics
Phonetics Information Base and Lexicon (PHOIBLE)	https://old.datahub.io/dataset/phoible	2014-07-29	Linguistics
Linked Old Germanic Dictionaries	https://old.datahub.io/dataset/germlex	2014-07-29	Linguistics
Glottolog	https://old.datahub.io/dataset/glottolog	2014-07-29	Linguistics
Chat Game corpus	https://old.datahub.io/dataset/chat-game-corpus	2014-06-02	Linguistics
MExiCo	https://old.datahub.io/dataset/mexico	2014-06-02	Linguistics
FiESTA	https://old.datahub.io/dataset/fiesta	2014-06-02	Linguistics
Atlante Sintattico d'Italia (ASIt)	https://old.datahub.io/dataset/asit	2014-05-16	Linguistics
Intercontinental Dictionary Series	https://old.datahub.io/dataset/ids	2014-05-07	Linguistics
World Loanword Database	https://old.datahub.io/dataset/wold	2014-02-11	Linguistics
Flybase	https://old.datahub.io/dataset/flybase	2013-10-10	Linguistics
Projeto Desaparecidos	https://old.datahub.io/dataset/desaparecidos	2013-10-10	Linguistics
Pokedex data in RDF	https://old.datahub.io/dataset/data-incubator-pokedex	2016-07-30	Media
DBTune.org John Peel sessions RDF server	https://old.datahub.io/dataset/dbtune-john-peel-sessions	2016-07-30	Media
DBTune.org/classical	https://old.datahub.io/dataset/dbtune-classical	2016-07-30	Media
Linked Movie DataBase	https://old.datahub.io/dataset/linkedmdb	2016-07-30	Media
DBTune.org Magnatune RDF server	https://old.datahub.io/dataset/dbtune-magnatune	2016-07-30	Media
Edinburgh University Theatre Company Productions	https://old.datahub.io/dataset/eutc-productions	2016-07-30	Media
Last.FM RDFization of Events, Artists, and Users	https://old.datahub.io/dataset/rdfize-lastfm	2016-07-30	Media
webnmasunotraveler	https://old.datahub.io/dataset/webnmasunotraveler	2016-07-30	Media
DBTune.org Jamendo RDF Server	https://old.datahub.io/dataset/jamendo-dbtune	2016-07-30	Media
BBC Programmes	https://old.datahub.io/dataset/bbc-programmes	2016-07-30	Media
DBTune.org Artists: Last.fm	https://old.datahub.io/dataset/dbtune-artists-last-fm	2016-07-30	Media
Chronicling America	https://old.datahub.io/dataset/chronicling-america	2016-07-30	Media
BBC Wildlife Finder	https://old.datahub.io/dataset/bbc-wildlife-finder	2016-07-30	Media
Ontos News Portal	https://old.datahub.io/dataset/ontos-news-portal	2016-07-30	Media
Data Incubator: MusicBrainz	https://old.datahub.io/dataset/data-incubator-musicbrainz	2016-07-30	Media
BBC Music	https://old.datahub.io/dataset/bbc-music	2016-07-30	Media
DBTune.org AudioScrobbler RDF Service	https://old.datahub.io/dataset/dbtune-audioscrobbler	2016-07-30	Media
Bricklink	https://old.datahub.io/dataset/bricklink	2016-07-30	Media
New York Times - Linked Open Data	https://old.datahub.io/dataset/nytimes-linked-open-data	2016-07-30	Media
Surge Radio	https://old.datahub.io/dataset/surge-radio	2016-07-30	Media
DBTropes	https://old.datahub.io/dataset/dbtropes	2016-07-30	Media
DBTune.org Musicbrainz D2R Server	https://old.datahub.io/dataset/dbtune-musicbrainz	2016-07-30	Media
Gemeenschappelijke Thesaurus Audiovisuele Archieven ? Common Thesaurus Audiovisual Archives	https://old.datahub.io/dataset/gemeenschappelijke-thesaurus-audiovisuele-archieven	2016-07-30	Media
Moseley Folk Festival Data	https://old.datahub.io/dataset/data-incubator-moseley	2016-07-30	Media
Discogs in RDF	https://old.datahub.io/dataset/data-incubator-discogs	2016-07-30	Media
Poképédia	https://old.datahub.io/dataset/pokepedia-fr	2015-08-05	Media
EventMedia	https://old.datahub.io/dataset/event-media	2013-10-10	Media
WarSampo	https://old.datahub.io/dataset/warsampo	2017-08-21	Publications
B3Kat - Library Union Catalogues of Bavaria, Berlin and Brandenburg	https://old.datahub.io/dataset/b3kat	2017-07-28	Publications
Deutsche Nationalbibliografie (DNB)	https://old.datahub.io/dataset/deutsche-nationalbibliografie-dnb	2017-07-14	Publications
British National Bibliography (BNB) - Linked Open Data	https://old.datahub.io/dataset/bluk-bnb	2017-07-13	Publications
data-hnm-hu - Hungarian National Museum Datasets	https://old.datahub.io/dataset/data-hnm-hu	2017-07-03	Publications
"Rainis and Aspazija" Linked Digital Collection	https://old.datahub.io/dataset/rainis-and-aspazija-linked-digital-collection	2017-06-23	Publications
The Orlando Women's Writing Linked Open Data Set	https://old.datahub.io/dataset/orlando-womens-writing-linked-open-data-set	2017-06-22	Publications
DBpedia Commons	https://old.datahub.io/dataset/dbpedia-commons	2017-06-19	Publications
Ruben Taelman's Data	https://old.datahub.io/dataset/rubentaelman	2017-06-19	Publications
USPTO Patent data	https://old.datahub.io/dataset/linked-uspto-patent-data	2017-06-16	Publications
Ruben Verborgh's data	https://old.datahub.io/dataset/rubenverborgh	2017-06-13	Publications
National Library of Greece Authority Records	https://old.datahub.io/dataset/national-library-of-greece-authority-records	2017-05-10	Publications
Public Library of Veroia	https://old.datahub.io/dataset/libver	2017-05-10	Publications
PeriodO Period Gazetteer	https://old.datahub.io/dataset/periodo	2017-02-09	Publications
FOODpedia - Linked Data Dataset about Food Products and Ingredients	https://old.datahub.io/dataset/foodpedia	2017-02-08	Publications
Europeana Linked Open Data V1.0	https://old.datahub.io/dataset/europeana-lod-v1	2016-09-05	Publications
aliada-scanbit-net	https://old.datahub.io/dataset/aliada-scanbit-net	2016-09-01	Publications
GeoEcuador	https://old.datahub.io/dataset/geoecuador	2016-08-16	Publications
IEEE Papers (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-ieee	2016-07-30	Publications
LinkedLCCN	https://old.datahub.io/dataset/linkedlccn	2016-07-30	Publications
CiteSeer (Research Index) (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-citeseer	2016-07-30	Publications
Budapest University of Technology and Economics (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-budapest	2016-07-30	Publications
DEPLOY (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-deploy	2016-07-30	Publications
RISKS Digest (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-risks	2016-07-30	Publications
Norsk inndeling av vitenskapsdisipliner	https://old.datahub.io/dataset/nvd	2016-07-30	Publications
St. Andrews University Resource Lists	https://old.datahub.io/dataset/st-andrews-resource-lists	2016-07-30	Publications
Scholarometer	https://old.datahub.io/dataset/scholarometer	2016-07-30	Publications
DBLP Bibliography Database in RDF (FU Berlin)	https://old.datahub.io/dataset/fu-berlin-dblp	2016-07-30	Publications
ePrints3 Institutional Archive Collection (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-eprints	2016-07-30	Publications
Sudoc bibliographic data	https://old.datahub.io/dataset/sudocfr	2016-07-30	Publications
Thesaurus for Graphic Materials (t4gm.info)	https://old.datahub.io/dataset/t4gm-info	2016-07-30	Publications
UN/LOCODE (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-unlocode	2016-07-30	Publications
VIAF: The Virtual International Authority File	https://old.datahub.io/dataset/viaf	2016-07-30	Publications
English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland	https://old.datahub.io/dataset/printed-book-auction-catalogues	2016-07-30	Publications
Manchester University Reading Lists	https://old.datahub.io/dataset/manchester-university-reading-lists	2016-07-30	Publications
Polythematic Structured Subject Heading System	https://old.datahub.io/dataset/psh-subject-headings	2016-07-30	Publications
Research Assessment Exercise 2001 (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-rae2001	2016-07-30	Publications
data.dcs	https://old.datahub.io/dataset/dcs-sheffield	2016-07-30	Publications
TheSoz Thesaurus for the Social Sciences (GESIS)	https://old.datahub.io/dataset/gesis-thesoz	2016-07-30	Publications
RDF Book Mashup	https://old.datahub.io/dataset/rdf-book-mashup	2016-07-30	Publications
DBLP Computer Science Bibliography (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-dblp	2016-07-30	Publications
RAMEAU subject headings (STITCH)	https://old.datahub.io/dataset/stitch-rameau	2016-07-30	Publications
STW Thesaurus for Economics	https://old.datahub.io/dataset/stw-thesaurus-for-economics	2016-07-30	Publications
School of Electronics and Computer Science, University of Southampton (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-southampton	2016-07-30	Publications
IBM Research GmbH (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-ibm	2016-07-30	Publications
ReSIST Resilience Mechanisms (RKBExplorer.com)	https://old.datahub.io/dataset/rkb-explorer-resex	2016-07-30	Publications
BibBase	https://old.datahub.io/dataset/bibbase	2016-07-30	Publications
University of Newcastle upon Tyne (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-newcastle	2016-07-30	Publications
theses.fr	https://old.datahub.io/dataset/thesesfr	2016-07-30	Publications
lobid-Bibliographic Resources	https://old.datahub.io/dataset/lobid-resources	2016-07-30	Publications
Nottingham Trent University Resource Lists	https://old.datahub.io/dataset/nottingham-trent-university-resource-lists	2016-07-30	Publications
IdRef: Sudoc authority data	https://old.datahub.io/dataset/idreffr	2016-07-30	Publications
Library of Congress Subject Headings	https://old.datahub.io/dataset/lcsh	2016-07-30	Publications
VIVO Indiana	https://old.datahub.io/dataset/vivo-indiana-university	2016-07-30	Publications
MARC Codes List	https://old.datahub.io/dataset/marc-codes	2016-07-30	Publications
data.open.ac.uk, Linked Data from the Open University	https://old.datahub.io/dataset/data-open-ac-uk	2016-07-30	Publications
Calames	https://old.datahub.io/dataset/calames	2016-07-30	Publications
Association for Computing Machinery (ACM) (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-acm	2016-07-30	Publications
Resilient Computing Courseware (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-courseware	2016-07-30	Publications
Amsterdam Museum as Linked Open Data in the Europeana Data Model	https://old.datahub.io/dataset/amsterdam-museum-as-edm-lod	2016-07-30	Publications
NTNU special collections	https://old.datahub.io/dataset/ntnusc	2016-07-30	Publications
VIVO University of Florida	https://old.datahub.io/dataset/vivo-university-of-florida	2016-07-30	Publications
LAAS-CNRS (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-laas	2016-07-30	Publications
University of Sussex Reading Lists	https://old.datahub.io/dataset/university-sussex-reading-lists	2016-07-30	Publications
Open Library data mirror in the Talis Platform	https://old.datahub.io/dataset/talis-openlibrary	2016-07-30	Publications
Korean Institute of Science Technology and Information (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-kisti	2016-07-30	Publications
University of Plymouth Reading Lists	https://old.datahub.io/dataset/university-plymouth-reading-lists	2016-07-30	Publications
ReSIST Project Wiki (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-wiki	2016-07-30	Publications
Deutsche Biographie	https://old.datahub.io/dataset/deutsche-biographie	2016-07-30	Publications
VIVO Cornell	https://old.datahub.io/dataset/vivo-cornell-university	2016-07-30	Publications
LIBRIS	https://old.datahub.io/dataset/libris	2016-07-30	Publications
ECS Southampton EPrints	https://old.datahub.io/dataset/southampton-ecs-eprints	2016-07-30	Publications
ECCO-TCP Eighteenth Century Texts Linked Data	https://old.datahub.io/dataset/ecco-tcp-linked-data	2016-07-30	Publications
Archives Hub Linked Data	https://old.datahub.io/dataset/archiveshub-linkeddata	2016-07-30	Publications
Open Archive Initiative Harvest over OAI-PMH (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-oai	2016-07-30	Publications
Ordnance Survey (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-os	2016-07-30	Publications
UK JISC (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-jisc	2016-07-30	Publications
ERA - Australian Research Council publication ratings (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-era	2016-07-30	Publications
dotAC (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-dotac	2016-07-30	Publications
National Science Foundation (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-nsf	2016-07-30	Publications
ciard-ring	https://old.datahub.io/dataset/ciard-ring	2016-07-30	Publications
Multimedia Lab	https://old.datahub.io/dataset/multimedia-lab	2016-07-30	Publications
Princeton Library FindingAids	https://old.datahub.io/dataset/princeton-library-findingaids	2016-07-30	Publications
Dutch Ships and Sailors	https://old.datahub.io/dataset/dutch-ships-and-sailors	2016-07-30	Publications
Verrijkt Koninkrijk	https://old.datahub.io/dataset/verrijktkoninkrijk	2016-07-30	Publications
Linked TCGA	https://old.datahub.io/dataset/linked-tcga	2016-07-30	Publications
JudaicaLink	https://old.datahub.io/dataset/judaicalink	2016-07-30	Publications
BPR ? Bibliography of the Italian Parliament and electoral studies	https://old.datahub.io/dataset/bpr	2016-07-30	Publications
Shoah victims? names	https://old.datahub.io/dataset/shoah-victims-names	2016-07-30	Publications
Repository for Linked Open Archival Data	https://old.datahub.io/dataset/reload	2016-07-30	Publications
ePrints Harvest (RKBExplorer)	https://old.datahub.io/dataset/eprints-harvest-rkbexplorer	2016-07-30	Publications
Diverse Italian ReSIST Partner Institutions (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-italy	2016-07-30	Publications
Vytautas Magnus University, Kaunas (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-kaunas	2016-07-30	Publications
ReSIST MSc in Resilient Computing Curriculum (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-curriculum	2016-07-30	Publications
Deep Blue (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-deepblue	2016-07-30	Publications
DM2E	https://old.datahub.io/dataset/dm2e	2016-07-30	Publications
CORE - Semantic Similarity of Open Access publications	https://old.datahub.io/dataset/core	2016-07-30	Publications
Faceted Application of Subject Terminology	https://old.datahub.io/dataset/oclc-fast	2016-07-30	Publications
yso-fi-allars	https://old.datahub.io/dataset/yso-fi-allars	2016-07-30	Publications
semantic-web-grundlagen	https://old.datahub.io/dataset/semantic-web-grundlagen	2016-07-30	Publications
MORElab	https://old.datahub.io/dataset/morelab	2016-07-30	Publications
Mathematics Subject Classification	https://old.datahub.io/dataset/msc	2016-07-30	Publications
datahub	https://old.datahub.io/dataset/datahub	2016-07-30	Publications
IEEE VIS Source Data	https://old.datahub.io/dataset/twc-ieeevis	2016-07-30	Publications
PlanetData Project Wiki	https://old.datahub.io/dataset/planetdata-project-wiki	2016-07-30	Publications
National Digital Data Archive of Hungary (partial)	https://old.datahub.io/dataset/sztaki-lod	2016-07-30	Publications
CrossRef DOI Resolver	https://old.datahub.io/dataset/doi	2016-07-30	Publications
LOD2 Project Wiki	https://old.datahub.io/dataset/lod2-project-wiki	2016-07-30	Publications
yso-fi-ysa	https://old.datahub.io/dataset/yso-fi-ysa	2016-07-30	Publications
DWS-Group	https://old.datahub.io/dataset/dws-group	2016-07-30	Publications
oreilly	https://old.datahub.io/dataset/oreilly	2016-07-30	Publications
dev8d	https://old.datahub.io/dataset/dev8d	2016-07-30	Publications
ISPRA - The administrative divisions of Italy (regions/provinces/municipalities)	https://old.datahub.io/dataset/ispra-lod-place	2016-04-27	Publications
The European Library Open Dataset	https://old.datahub.io/dataset/the-european-library-open-dataset	2016-01-07	Publications
datos-artium-org	https://old.datahub.io/dataset/datos-artium-org	2015-10-30	Publications
data-szepmuveszeti-hu	https://old.datahub.io/dataset/data-szepmuveszeti-hu	2015-10-28	Publications
ECLAP	https://old.datahub.io/dataset/eclap	2015-09-01	Publications
vivo2doi	https://old.datahub.io/dataset/vivo2doi	2015-08-04	Publications
Requirements on the COMSODE project based on selected datasets	https://old.datahub.io/dataset/comsode-d3-2	2015-08-04	Publications
AGRIS	https://old.datahub.io/dataset/agris	2015-04-01	Publications
RISM Authority data	https://old.datahub.io/dataset/rism-authorities	2014-12-04	Publications
Hedatuz	https://old.datahub.io/dataset/hedatuz	2014-11-05	Publications
Open Data of Ecuador	https://old.datahub.io/dataset/opendataec	2014-09-12	Publications
