Title	Dathub URL	Last Updated	Domain
Vertebrate Trait Ontology	https://old.datahub.io/dataset/bioportal-vt	2013-10-10	Life_sciences
Vaccine Ontology	https://old.datahub.io/dataset/bioportal-vo	2013-10-10	Life_sciences
VIVO	https://old.datahub.io/dataset/bioportal-vivo	2013-10-10	Life_sciences
vertebrate Homologous Organ Groups	https://old.datahub.io/dataset/bioportal-vhog	2013-10-10	Life_sciences
Vertebrate Anatomy Ontology	https://old.datahub.io/dataset/bioportal-vao	2013-10-10	Life_sciences
VANDF	https://old.datahub.io/dataset/bioportal-vandf	2013-10-10	Life_sciences
Units of measurement	https://old.datahub.io/dataset/bioportal-uo	2013-10-10	Life_sciences
Units Ontology	https://old.datahub.io/dataset/bioportal-unitsontology	2013-10-10	Life_sciences
Uber anatomy ontology	https://old.datahub.io/dataset/bioportal-uberon	2013-10-10	Life_sciences
Teleost taxonomy	https://old.datahub.io/dataset/bioportal-tto	2013-10-10	Life_sciences
TOK_Ontology	https://old.datahub.io/dataset/bioportal-tok	2013-10-10	Life_sciences
Plant Trait Ontology	https://old.datahub.io/dataset/bioportal-to	2013-10-10	Life_sciences
Traditional Medicine Signs and Symptoms Value Set	https://old.datahub.io/dataset/bioportal-tm-signs-and-sympts	2013-10-10	Life_sciences
Translational Medicine Ontology	https://old.datahub.io/dataset/bioportal-tmo	2013-10-10	Life_sciences
thesaurus	https://old.datahub.io/dataset/bioportal-thesaurus	2013-10-10	Life_sciences
Mosquito gross anatomy	https://old.datahub.io/dataset/bioportal-tgma	2013-10-10	Life_sciences
Time Event Ontology	https://old.datahub.io/dataset/bioportal-teo	2013-10-10	Life_sciences
Terminology for the Description of Dynamics	https://old.datahub.io/dataset/bioportal-teddy	2013-10-10	Life_sciences
Taxonomic rank vocabulary	https://old.datahub.io/dataset/bioportal-taxrank	2013-10-10	Life_sciences
Teleost Anatomy Ontology	https://old.datahub.io/dataset/bioportal-tao	2013-10-10	Life_sciences
Tick gross anatomy	https://old.datahub.io/dataset/bioportal-tads	2013-10-10	Life_sciences
Software Ontology	https://old.datahub.io/dataset/bioportal-swo	2013-10-10	Life_sciences
Syndromic Surveillance Ontology	https://old.datahub.io/dataset/bioportal-sso	2013-10-10	Life_sciences
Solanaceae Phenotype Ontology	https://old.datahub.io/dataset/bioportal-spto	2013-10-10	Life_sciences
Spider Ontology	https://old.datahub.io/dataset/bioportal-spd	2013-10-10	Life_sciences
SoyOntology	https://old.datahub.io/dataset/bioportal-soy	2013-10-10	Life_sciences
Sequence types and features	https://old.datahub.io/dataset/bioportal-so_x1	2013-10-10	Life_sciences
Suggested Ontology for Pharmacogenomics	https://old.datahub.io/dataset/bioportal-sopharm	2013-10-10	Life_sciences
SNP-Ontology	https://old.datahub.io/dataset/bioportal-snpo	2013-10-10	Life_sciences
SNOMED Clinical Terms	https://old.datahub.io/dataset/bioportal-snomedct	2013-10-10	Life_sciences
Situation-Based Access Control	https://old.datahub.io/dataset/bioportal-sitbac	2013-10-10	Life_sciences
Student Health Record	https://old.datahub.io/dataset/bioportal-shr	2013-10-10	Life_sciences
Sample processing and separation techniques	https://old.datahub.io/dataset/bioportal-sep	2013-10-10	Life_sciences
Sleep Domain Ontology	https://old.datahub.io/dataset/bioportal-sdo	2013-10-10	Life_sciences
Smoking Behavior Risk Ontology	https://old.datahub.io/dataset/bioportal-sbro	2013-10-10	Life_sciences
Systems Biology	https://old.datahub.io/dataset/bioportal-sbo	2013-10-10	Life_sciences
Subcellular Anatomy Ontology (SAO)	https://old.datahub.io/dataset/bioportal-sao	2013-10-10	Life_sciences
RxNORM	https://old.datahub.io/dataset/bioportal-rxnorm	2013-10-10	Life_sciences
Rat Strain Ontology	https://old.datahub.io/dataset/bioportal-rs	2013-10-10	Life_sciences
Role Ontology	https://old.datahub.io/dataset/bioportal-roleo	2013-10-10	Life_sciences
RNA ontology	https://old.datahub.io/dataset/bioportal-rnao	2013-10-10	Life_sciences
RadLex	https://old.datahub.io/dataset/bioportal-rid	2013-10-10	Life_sciences
Physico-chemical process	https://old.datahub.io/dataset/bioportal-rex	2013-10-10	Life_sciences
Reproductive trait and phenotype ontology	https://old.datahub.io/dataset/bioportal-repo	2013-10-10	Life_sciences
Randomized Controlled Trials (RCT) Ontology	https://old.datahub.io/dataset/bioportal-rctontology	2013-10-10	Life_sciences
Read Codes, Clinical Terms Version 3 (CTV3)	https://old.datahub.io/dataset/bioportal-rcd	2013-10-10	Life_sciences
Pathway ontology	https://old.datahub.io/dataset/bioportal-pw	2013-10-10	Life_sciences
Proteomics data and process provenance	https://old.datahub.io/dataset/bioportal-propreo	2013-10-10	Life_sciences
PRotein Ontology (PRO)	https://old.datahub.io/dataset/bioportal-pr	2013-10-10	Life_sciences
Plant Ontology	https://old.datahub.io/dataset/bioportal-po_x2	2013-10-10	Life_sciences
Plant Growth and Development Stage	https://old.datahub.io/dataset/bioportal-po_x1	2013-10-10	Life_sciences
Plant Anatomy	https://old.datahub.io/dataset/bioportal-po	2013-10-10	Life_sciences
Physical Medicine and Rehabilitation	https://old.datahub.io/dataset/bioportal-pmr	2013-10-10	Life_sciences
PMA 2010	https://old.datahub.io/dataset/bioportal-pma	2013-10-10	Life_sciences
PKO_Re	https://old.datahub.io/dataset/bioportal-pko	2013-10-10	Life_sciences
PHARE	https://old.datahub.io/dataset/bioportal-phare	2013-10-10	Life_sciences
Parasite Experiment Ontology	https://old.datahub.io/dataset/bioportal-peo	2013-10-10	Life_sciences
Pediatric Terminology	https://old.datahub.io/dataset/bioportal-pedterm	2013-10-10	Life_sciences
Physician Data Query	https://old.datahub.io/dataset/bioportal-pdq	2013-10-10	Life_sciences
Phenotypic quality	https://old.datahub.io/dataset/bioportal-pato	2013-10-10	Life_sciences
Ontology for Parasite LifeCycle	https://old.datahub.io/dataset/bioportal-opl	2013-10-10	Life_sciences
Orphanet Ontology of Rare Diseases	https://old.datahub.io/dataset/bioportal-ontoorpha	2013-10-10	Life_sciences
Ontology of General Purpose Datatypes	https://old.datahub.io/dataset/bioportal-ontodt	2013-10-10	Life_sciences
Ontology of Data Mining	https://old.datahub.io/dataset/bioportal-ontodm	2013-10-10	Life_sciences
Ontology of Medically Related Social Entities	https://old.datahub.io/dataset/bioportal-omrse	2013-10-10	Life_sciences
Ontology for MicroRNA Target Prediction	https://old.datahub.io/dataset/bioportal-omit	2013-10-10	Life_sciences
Online Mendelian Inheritance in Man	https://old.datahub.io/dataset/bioportal-omim	2013-10-10	Life_sciences
Ontology for General Medical Science	https://old.datahub.io/dataset/bioportal-ogms	2013-10-10	Life_sciences
Ontology of Glucose Metabolism Disorder	https://old.datahub.io/dataset/bioportal-ogmd	2013-10-10	Life_sciences
Ontology for Genetic Interval	https://old.datahub.io/dataset/bioportal-ogi	2013-10-10	Life_sciences
Ontology for disease genetic investigation	https://old.datahub.io/dataset/bioportal-odgi	2013-10-10	Life_sciences
Ontology of Clinical Research (OCRe)	https://old.datahub.io/dataset/bioportal-ocre	2013-10-10	Life_sciences
OBOE SBC	https://old.datahub.io/dataset/bioportal-oboe-sbc	2013-10-10	Life_sciences
OBOE	https://old.datahub.io/dataset/bioportal-oboe	2013-10-10	Life_sciences
Ontology for Biomedical Investigations	https://old.datahub.io/dataset/bioportal-obi	2013-10-10	Life_sciences
Ontology of Adverse Events (OAE)	https://old.datahub.io/dataset/bioportal-oae	2013-10-10	Life_sciences
NanoParticle Ontology	https://old.datahub.io/dataset/bioportal-npo	2013-10-10	Life_sciences
Non Randomized Controlled Trials Ontology	https://old.datahub.io/dataset/bioportal-nonrctontology	2013-10-10	Life_sciences
NMR-instrument specific component of metabolomics investigations	https://old.datahub.io/dataset/bioportal-nmr	2013-10-10	Life_sciences
Neural-Immune Gene Ontology	https://old.datahub.io/dataset/bioportal-nigo	2013-10-10	Life_sciences
NIF Dysfunction	https://old.datahub.io/dataset/bioportal-nif_dysfunction	2013-10-10	Life_sciences
NIF Cell	https://old.datahub.io/dataset/bioportal-nif_cell	2013-10-10	Life_sciences
NIFSTD	https://old.datahub.io/dataset/bioportal-nif	2013-10-10	Life_sciences
Neomark Oral Cancer-Centred Ontology	https://old.datahub.io/dataset/bioportal-neomarkontology	2013-10-10	Life_sciences
Neomark Oral Cancer Ontology	https://old.datahub.io/dataset/bioportal-neomark	2013-10-10	Life_sciences
Neural ElectroMagnetic Ontologies	https://old.datahub.io/dataset/bioportal-nemo_x1	2013-10-10	Life_sciences
National Drug File	https://old.datahub.io/dataset/bioportal-ndfrt	2013-10-10	Life_sciences
National Drug Data File	https://old.datahub.io/dataset/bioportal-nddf	2013-10-10	Life_sciences
NCI Thesaurus	https://old.datahub.io/dataset/bioportal-ncit	2013-10-10	Life_sciences
NCBI organismal classification	https://old.datahub.io/dataset/bioportal-ncbitaxon	2013-10-10	Life_sciences
Natural Products Ontology	https://old.datahub.io/dataset/bioportal-natpro	2013-10-10	Life_sciences
Metathesaurus CPT Hierarchical Terms	https://old.datahub.io/dataset/bioportal-mthch	2013-10-10	Life_sciences
Medical Subject Headings	https://old.datahub.io/dataset/bioportal-msh	2013-10-10	Life_sciences
Mass spectrometry	https://old.datahub.io/dataset/bioportal-ms	2013-10-10	Life_sciences
Mouse pathology	https://old.datahub.io/dataset/bioportal-mpath	2013-10-10	Life_sciences
Mammalian phenotype	https://old.datahub.io/dataset/bioportal-mp	2013-10-10	Life_sciences
Protein modification	https://old.datahub.io/dataset/bioportal-mod	2013-10-10	Life_sciences
MGED Ontology	https://old.datahub.io/dataset/bioportal-mo	2013-10-10	Life_sciences
Measurement Method Ontology	https://old.datahub.io/dataset/bioportal-mmo	2013-10-10	Life_sciences
Mosquito insecticide resistance	https://old.datahub.io/dataset/bioportal-miro	2013-10-10	Life_sciences
Protein-protein interaction	https://old.datahub.io/dataset/bioportal-mi	2013-10-10	Life_sciences
MaHCO - An MHC Ontology	https://old.datahub.io/dataset/bioportal-mhc	2013-10-10	Life_sciences
Emotion Ontology	https://old.datahub.io/dataset/bioportal-mfoem	2013-10-10	Life_sciences
Medaka fish anatomy and development	https://old.datahub.io/dataset/bioportal-mfo	2013-10-10	Life_sciences
Mental Functioning Ontology	https://old.datahub.io/dataset/bioportal-mf	2013-10-10	Life_sciences
MESH Thesaurus (OWL version)	https://old.datahub.io/dataset/bioportal-mesh-owl	2013-10-10	Life_sciences
MeGO	https://old.datahub.io/dataset/bioportal-mego	2013-10-10	Life_sciences
MedlinePlus Health Topics	https://old.datahub.io/dataset/bioportal-medlineplus	2013-10-10	Life_sciences
MedDRA	https://old.datahub.io/dataset/bioportal-mdr	2013-10-10	Life_sciences
Master Drug Data Base	https://old.datahub.io/dataset/bioportal-mddb	2013-10-10	Life_sciences
MIxS Controlled Vocabularies	https://old.datahub.io/dataset/bioportal-mcv	2013-10-10	Life_sciences
Cell line ontology	https://old.datahub.io/dataset/bioportal-mccl_x1	2013-10-10	Life_sciences
Cell line ontology	https://old.datahub.io/dataset/bioportal-mccl	2013-10-10	Life_sciences
Breast tissue cell lines	https://old.datahub.io/dataset/bioportal-mcbcc	2013-10-10	Life_sciences
Minimal anatomical terminology	https://old.datahub.io/dataset/bioportal-mat	2013-10-10	Life_sciences
Multiple alignment	https://old.datahub.io/dataset/bioportal-mao	2013-10-10	Life_sciences
Mouse adult gross anatomy	https://old.datahub.io/dataset/bioportal-ma	2013-10-10	Life_sciences
Logical Observation Identifier Names and Codes	https://old.datahub.io/dataset/bioportal-lnc	2013-10-10	Life_sciences
Lipid Ontology	https://old.datahub.io/dataset/bioportal-lipro	2013-10-10	Life_sciences
Loggerhead nesting	https://old.datahub.io/dataset/bioportal-lhn	2013-10-10	Life_sciences
SysMO-JERM	https://old.datahub.io/dataset/bioportal-jerm	2013-10-10	Life_sciences
IxnO	https://old.datahub.io/dataset/bioportal-ixno	2013-10-10	Life_sciences
Interaction Network Ontology	https://old.datahub.io/dataset/bioportal-ino	2013-10-10	Life_sciences
Molecule role (INOH Protein name/family name ontology)	https://old.datahub.io/dataset/bioportal-imr	2013-10-10	Life_sciences
IMGT-ONTOLOGY	https://old.datahub.io/dataset/bioportal-imgt	2013-10-10	Life_sciences
Event (INOH pathway ontology)	https://old.datahub.io/dataset/bioportal-iev	2013-10-10	Life_sciences
Malaria Ontology	https://old.datahub.io/dataset/bioportal-idomal	2013-10-10	Life_sciences
Brucellosis Ontology	https://old.datahub.io/dataset/bioportal-idobru	2013-10-10	Life_sciences
Infectious Disease Ontology	https://old.datahub.io/dataset/bioportal-ido	2013-10-10	Life_sciences
ICPS Network	https://old.datahub.io/dataset/bioportal-icps	2013-10-10	Life_sciences
ICPC-2 PLUS	https://old.datahub.io/dataset/bioportal-icpc2p	2013-10-10	Life_sciences
International Classification of Primary Care	https://old.datahub.io/dataset/bioportal-icpc	2013-10-10	Life_sciences
International Classification for Nursing Practice	https://old.datahub.io/dataset/bioportal-icnp	2013-10-10	Life_sciences
International Classification of Functioning, Disability and Health (ICF)	https://old.datahub.io/dataset/bioportal-icf_x1	2013-10-10	Life_sciences
International Classification of Diseases	https://old.datahub.io/dataset/bioportal-icd9cm	2013-10-10	Life_sciences
ICD-10-PCS	https://old.datahub.io/dataset/bioportal-icd10pcs	2013-10-10	Life_sciences
ICD10CM	https://old.datahub.io/dataset/bioportal-icd10cm	2013-10-10	Life_sciences
ICD10	https://old.datahub.io/dataset/bioportal-icd10	2013-10-10	Life_sciences
Information Artifact Ontology	https://old.datahub.io/dataset/bioportal-iao	2013-10-10	Life_sciences
HUGO	https://old.datahub.io/dataset/bioportal-hugo	2013-10-10	Life_sciences
Human Phenotype Ontology	https://old.datahub.io/dataset/bioportal-hp_x1	2013-10-10	Life_sciences
Host Pathogen Interactions Ontology	https://old.datahub.io/dataset/bioportal-hpio	2013-10-10	Life_sciences
HEALTH_INDICATORS	https://old.datahub.io/dataset/bioportal-hlth_indics	2013-10-10	Life_sciences
Health Level Seven	https://old.datahub.io/dataset/bioportal-hl7	2013-10-10	Life_sciences
HCPCS	https://old.datahub.io/dataset/bioportal-hcpcs	2013-10-10	Life_sciences
Hymenoptera Anatomy Ontology	https://old.datahub.io/dataset/bioportal-hao	2013-10-10	Life_sciences
Gene Regulation Ontology	https://old.datahub.io/dataset/bioportal-gro_x2	2013-10-10	Life_sciences
Cereal plant gross anatomy	https://old.datahub.io/dataset/bioportal-gro_x1	2013-10-10	Life_sciences
Gene Ontology	https://old.datahub.io/dataset/bioportal-go_x2	2013-10-10	Life_sciences
Gene Ontology Extension	https://old.datahub.io/dataset/bioportal-go_x1	2013-10-10	Life_sciences
General Formal Ontology: Biology	https://old.datahub.io/dataset/bioportal-gfo-bio	2013-10-10	Life_sciences
General Formal Ontology	https://old.datahub.io/dataset/bioportal-gfo	2013-10-10	Life_sciences
GeoSpecies Ontology	https://old.datahub.io/dataset/bioportal-geospecies	2013-10-10	Life_sciences
Fission Yeast Phenotype Ontology	https://old.datahub.io/dataset/bioportal-fypo	2013-10-10	Life_sciences
Foundational Model of Anatomy	https://old.datahub.io/dataset/bioportal-fma	2013-10-10	Life_sciences
Influenza Ontology	https://old.datahub.io/dataset/bioportal-flu	2013-10-10	Life_sciences
Family Health History Ontology	https://old.datahub.io/dataset/bioportal-fhho	2013-10-10	Life_sciences
FDA Medical Devices (2010)	https://old.datahub.io/dataset/bioportal-fda-meddevice	2013-10-10	Life_sciences
Fly taxonomy	https://old.datahub.io/dataset/bioportal-fbsp	2013-10-10	Life_sciences
Drosophila development	https://old.datahub.io/dataset/bioportal-fbdv	2013-10-10	Life_sciences
FlyBase Controlled Vocabulary	https://old.datahub.io/dataset/bioportal-fbcv	2013-10-10	Life_sciences
Drosophila gross anatomy	https://old.datahub.io/dataset/bioportal-fbbt	2013-10-10	Life_sciences
Biological imaging methods	https://old.datahub.io/dataset/bioportal-fbbi	2013-10-10	Life_sciences
Fungal gross anatomy	https://old.datahub.io/dataset/bioportal-fao	2013-10-10	Life_sciences
ExO	https://old.datahub.io/dataset/bioportal-exo	2013-10-10	Life_sciences
eVOC (Expressed Sequence Annotation for Humans)	https://old.datahub.io/dataset/bioportal-ev	2013-10-10	Life_sciences
eagle-i research resource ontology	https://old.datahub.io/dataset/bioportal-ero	2013-10-10	Life_sciences
Epilepsy	https://old.datahub.io/dataset/bioportal-epileponto	2013-10-10	Life_sciences
Cardiac Electrophysiology Ontology	https://old.datahub.io/dataset/bioportal-ep	2013-10-10	Life_sciences
Plant environmental conditions	https://old.datahub.io/dataset/bioportal-eo	2013-10-10	Life_sciences
Environment Ontology	https://old.datahub.io/dataset/bioportal-envo	2013-10-10	Life_sciences
Human developmental anatomy, abstract version, v2	https://old.datahub.io/dataset/bioportal-ehdaa2	2013-10-10	Life_sciences
Human developmental anatomy, abstract version	https://old.datahub.io/dataset/bioportal-ehdaa	2013-10-10	Life_sciences
Human developmental anatomy, timed version	https://old.datahub.io/dataset/bioportal-ehda	2013-10-10	Life_sciences
Experimental Factor Ontology	https://old.datahub.io/dataset/bioportal-efo	2013-10-10	Life_sciences
Electrocardiography Ontology	https://old.datahub.io/dataset/bioportal-ecg	2013-10-10	Life_sciences
Human disease ontology	https://old.datahub.io/dataset/bioportal-doid	2013-10-10	Life_sciences
DIKB-Evidence-Ontology	https://old.datahub.io/dataset/bioportal-dikb-evidence	2013-10-10	Life_sciences
Diagnostic Ontology	https://old.datahub.io/dataset/bioportal-diagnosticont	2013-10-10	Life_sciences
Ontology for Drug Discovery Investigations	https://old.datahub.io/dataset/bioportal-ddi	2013-10-10	Life_sciences
Dictyostelium discoideum anatomy	https://old.datahub.io/dataset/bioportal-ddanat	2013-10-10	Life_sciences
Dendritic cell	https://old.datahub.io/dataset/bioportal-dc_cl	2013-10-10	Life_sciences
Cerebrotendinous xanthomatosis	https://old.datahub.io/dataset/bioportal-ctx	2013-10-10	Life_sciences
Common Terminology Criteria for Adverse Events	https://old.datahub.io/dataset/bioportal-ctcae	2013-10-10	Life_sciences
COSTART	https://old.datahub.io/dataset/bioportal-cst	2013-10-10	Life_sciences
CRISP Thesaurus, 2006	https://old.datahub.io/dataset/bioportal-csp	2013-10-10	Life_sciences
Current Procedural Terminology	https://old.datahub.io/dataset/bioportal-cpt	2013-10-10	Life_sciences
Wheat trait	https://old.datahub.io/dataset/bioportal-co_wheat	2013-10-10	Life_sciences
Cognitive Paradigm Ontology	https://old.datahub.io/dataset/bioportal-cogpo	2013-10-10	Life_sciences
Cognitive Atlas	https://old.datahub.io/dataset/bioportal-cogat	2013-10-10	Life_sciences
Computational Neuroscience Ontology	https://old.datahub.io/dataset/bioportal-cno	2013-10-10	Life_sciences
Clinical Measurement Ontology	https://old.datahub.io/dataset/bioportal-cmo	2013-10-10	Life_sciences
Cell Line Ontology	https://old.datahub.io/dataset/bioportal-clo	2013-10-10	Life_sciences
Cell type	https://old.datahub.io/dataset/bioportal-cl	2013-10-10	Life_sciences
Chemical Information Ontology	https://old.datahub.io/dataset/bioportal-cheminf	2013-10-10	Life_sciences
Systems Chemical Biology/Chemogenomics	https://old.datahub.io/dataset/bioportal-chem2bio2owl	2013-10-10	Life_sciences
Chemical entities of biological interest	https://old.datahub.io/dataset/bioportal-chebi	2013-10-10	Life_sciences
Comparative Data Analysis Ontology	https://old.datahub.io/dataset/bioportal-cdao	2013-10-10	Life_sciences
Cell Cycle Ontology	https://old.datahub.io/dataset/bioportal-cco	2013-10-10	Life_sciences
CareLex	https://old.datahub.io/dataset/bioportal-carelex	2013-10-10	Life_sciences
CAO	https://old.datahub.io/dataset/bioportal-cao	2013-10-10	Life_sciences
Cancer Chemoprevention Ontology	https://old.datahub.io/dataset/bioportal-canco	2013-10-10	Life_sciences
BRENDA tissue / enzyme source	https://old.datahub.io/dataset/bioportal-bto	2013-10-10	Life_sciences
BioTop	https://old.datahub.io/dataset/bioportal-bt	2013-10-10	Life_sciences
Spatial Ontology	https://old.datahub.io/dataset/bioportal-bspo	2013-10-10	Life_sciences
Biomedical Resource Ontology	https://old.datahub.io/dataset/bioportal-bro_x1	2013-10-10	Life_sciences
BioPAX	https://old.datahub.io/dataset/bioportal-bp	2013-10-10	Life_sciences
Gene Regulation Ontology	https://old.datahub.io/dataset/bioportal-bootstrep	2013-10-10	Life_sciences
BIRNLex	https://old.datahub.io/dataset/bioportal-birnlex	2013-10-10	Life_sciences
Bilateria anatomy	https://old.datahub.io/dataset/bioportal-bila	2013-10-10	Life_sciences
Bleeding History Phenotype	https://old.datahub.io/dataset/bioportal-bho	2013-10-10	Life_sciences
Basic Formal Ontology	https://old.datahub.io/dataset/bioportal-bfo	2013-10-10	Life_sciences
Bone Dysplasia Ontology	https://old.datahub.io/dataset/bioportal-bdo	2013-10-10	Life_sciences
Breast Cancer Grading Ontology	https://old.datahub.io/dataset/bioportal-bcgo	2013-10-10	Life_sciences
Basic Vertebrate Anatomy	https://old.datahub.io/dataset/bioportal-basic-vertebrate-gross-anatomy	2013-10-10	Life_sciences
BioAssay Ontology	https://old.datahub.io/dataset/bioportal-bao	2013-10-10	Life_sciences
Amphibian taxonomy	https://old.datahub.io/dataset/bioportal-ato	2013-10-10	Life_sciences
African Traditional Medicine	https://old.datahub.io/dataset/bioportal-atmo	2013-10-10	Life_sciences
Ascomycete phenotype ontology	https://old.datahub.io/dataset/bioportal-apo	2013-10-10	Life_sciences
Amino Acid	https://old.datahub.io/dataset/bioportal-amino-acid	2013-10-10	Life_sciences
AI/RHEUM	https://old.datahub.io/dataset/bioportal-air	2013-10-10	Life_sciences
Adverse Event Reporting ontology	https://old.datahub.io/dataset/bioportal-aero	2013-10-10	Life_sciences
Anatomical Entity Ontology	https://old.datahub.io/dataset/bioportal-aeo	2013-10-10	Life_sciences
Animal natural history and life history	https://old.datahub.io/dataset/bioportal-adw	2013-10-10	Life_sciences
Cancer Research and Management ACGT Master Ontology	https://old.datahub.io/dataset/bioportal-acgt	2013-10-10	Life_sciences
ABA Adult Mouse Brain	https://old.datahub.io/dataset/bioportal-aba	2013-10-10	Life_sciences
Amphibian gross anatomy	https://old.datahub.io/dataset/bioportal-aao	2013-10-10	Life_sciences
BioLOD for Protein Data Bank Japan	https://old.datahub.io/dataset/biolod-pdb	2013-10-10	Life_sciences
Transcription profiling of rat bladder after inoculation with bladder cancer cells	https://old.datahub.io/dataset/arrayexpress_e-mtab-104	2013-10-10	Life_sciences
FrameBase schema	https://old.datahub.io/dataset/framebase-schema	2017-07-04	Linguistics
associations	https://old.datahub.io/dataset/associations	2017-06-24	Linguistics
Universal Dependencies Treebank Vietnamese	https://old.datahub.io/dataset/universal-dependencies-treebank-vietnamese	2017-06-17	Linguistics
Universal Dependencies Treebank Uyghur	https://old.datahub.io/dataset/universal-dependencies-treebank-uyghur	2017-06-17	Linguistics
Universal Dependencies Treebank Ukrainian	https://old.datahub.io/dataset/universal-dependencies-treebank-ukrainian	2017-06-17	Linguistics
Universal Dependencies Treebank Turkish	https://old.datahub.io/dataset/universal-dependencies-treebank-turkish	2017-06-17	Linguistics
Universal Dependencies Treebank Tamil	https://old.datahub.io/dataset/universal-dependencies-treebank-tamil	2017-06-17	Linguistics
Universal Dependencies Treebank Swedish_Sign_Language	https://old.datahub.io/dataset/universal-dependencies-treebank-swedish-sign-language	2017-06-17	Linguistics
Universal Dependencies Treebank Swedish-LinES	https://old.datahub.io/dataset/universal-dependencies-treebank-swedish-lines	2017-06-17	Linguistics
Universal Dependencies Treebank Swedish	https://old.datahub.io/dataset/universal-dependencies-treebank-swedish	2017-06-17	Linguistics
Universal Dependencies Treebank Spanish-AnCora	https://old.datahub.io/dataset/universal-dependencies-treebank-spanish-ancora	2017-06-17	Linguistics
Universal Dependencies Treebank Spanish	https://old.datahub.io/dataset/universal-dependencies-treebank-spanish	2017-06-17	Linguistics
Universal Dependencies Treebank Slovenian-SST	https://old.datahub.io/dataset/universal-dependencies-treebank-slovenian-sst	2017-06-17	Linguistics
Universal Dependencies Treebank Slovenian	https://old.datahub.io/dataset/universal-dependencies-treebank-slovenian	2017-06-17	Linguistics
Universal Dependencies Treebank Slovak	https://old.datahub.io/dataset/universal-dependencies-treebank-slovak	2017-06-17	Linguistics
Universal Dependencies Treebank Sanskrit	https://old.datahub.io/dataset/universal-dependencies-treebank-sanskrit	2017-06-17	Linguistics
Universal Dependencies Treebank Russian-SynTagRus	https://old.datahub.io/dataset/universal-dependencies-treebank-russian-syntagrus	2017-06-17	Linguistics
Universal Dependencies Treebank Russian	https://old.datahub.io/dataset/universal-dependencies-treebank-russian	2017-06-17	Linguistics
Universal Dependencies Treebank Romanian	https://old.datahub.io/dataset/universal-dependencies-treebank-romanian	2017-06-17	Linguistics
Universal Dependencies Treebank Portuguese-Bosque	https://old.datahub.io/dataset/universal-dependencies-treebank-portuguese-bosque	2017-06-17	Linguistics
Universal Dependencies Treebank Portuguese-BR	https://old.datahub.io/dataset/universal-dependencies-treebank-portuguese-br	2017-06-17	Linguistics
Universal Dependencies Treebank Portuguese	https://old.datahub.io/dataset/universal-dependencies-treebank-portuguese	2017-06-17	Linguistics
Universal Dependencies Treebank Polish	https://old.datahub.io/dataset/universal-dependencies-treebank-polish	2017-06-17	Linguistics
Universal Dependencies Treebank Persian	https://old.datahub.io/dataset/universal-dependencies-treebank-persian	2017-06-17	Linguistics
Universal Dependencies Treebank Old_Church_Slavonic	https://old.datahub.io/dataset/universal-dependencies-treebank-old-church-slavonic	2017-06-17	Linguistics
Universal Dependencies Treebank Norwegian	https://old.datahub.io/dataset/universal-dependencies-treebank-norwegian	2017-06-17	Linguistics
Universal Dependencies Treebank Latvian	https://old.datahub.io/dataset/universal-dependencies-treebank-latvian	2017-06-17	Linguistics
Universal Dependencies Treebank Latin-PROIEL	https://old.datahub.io/dataset/universal-dependencies-treebank-latin-proiel	2017-06-17	Linguistics
Universal Dependencies Treebank Latin-ITTB	https://old.datahub.io/dataset/universal-dependencies-treebank-latin-ittb	2017-06-17	Linguistics
Universal Dependencies Treebank Latin	https://old.datahub.io/dataset/universal-dependencies-treebank-latin	2017-06-17	Linguistics
Universal Dependencies Treebank Kazakh	https://old.datahub.io/dataset/universal-dependencies-treebank-kazakh	2017-06-17	Linguistics
Universal Dependencies Treebank Japanese-KTC	https://old.datahub.io/dataset/universal-dependencies-treebank-japanese-ktc	2017-06-17	Linguistics
Universal Dependencies Treebank Japanese	https://old.datahub.io/dataset/universal-dependencies-treebank-japanese	2017-06-17	Linguistics
Universal Dependencies Treebank Italian	https://old.datahub.io/dataset/universal-dependencies-treebank-italian	2017-06-17	Linguistics
Universal Dependencies Treebank Irish	https://old.datahub.io/dataset/universal-dependencies-treebank-irish	2017-06-17	Linguistics
Universal Dependencies Treebank Indonesian	https://old.datahub.io/dataset/universal-dependencies-treebank-indonesian	2017-06-17	Linguistics
Universal Dependencies Treebank Hungarian	https://old.datahub.io/dataset/universal-dependencies-treebank-hungarian	2017-06-17	Linguistics
Universal Dependencies Treebank Hindi	https://old.datahub.io/dataset/universal-dependencies-treebank-hindi	2017-06-17	Linguistics
Universal Dependencies Treebank Hebrew	https://old.datahub.io/dataset/universal-dependencies-treebank-hebrew	2017-06-17	Linguistics
Universal Dependencies Treebank Greek	https://old.datahub.io/dataset/universal-dependencies-treebank-greek	2017-06-17	Linguistics
Universal Dependencies Treebank Gothic	https://old.datahub.io/dataset/universal-dependencies-treebank-gothic	2017-06-17	Linguistics
Universal Dependencies Treebank German	https://old.datahub.io/dataset/universal-dependencies-treebank-german	2017-06-17	Linguistics
Universal Dependencies Treebank Galician-TreeGal	https://old.datahub.io/dataset/universal-dependencies-treebank-galician-treegal	2017-06-17	Linguistics
Universal Dependencies Treebank Galician	https://old.datahub.io/dataset/universal-dependencies-treebank-galician	2017-06-17	Linguistics
